id,name,latitude,longitude ,feature class,feature code,admin1,admin2,admin3,admin4,population,demelev
201719,Ndora,-2.6004,29.833,P,PPL,15,22,2211,221104,0,1691
201720,Ndago,-2.6988,29.5727,P,PPL,15,23,2303,230305,0,1902
201721,Lac Nasho,-2.0439,30.7402,H,LK,11,,,,0,1286
201722,Mwogo,-2.20351,29.56138,H,STM,0,,,,0,1612
201723,Mwoga,-2.292,30.8085,H,WTLD,11,,,,0,1305
201724,Mwitegero,-2.08333,29.76667,P,PPLL,15,27,2712,271204,0,1864
201725,Ramba,-2.4968,29.9104,P,PPLL,15,22,2206,220605,0,1442
201726,Mwezi,-2.5218,29.0267,P,PPL,14,37,3708,370804,0,1619
201727,Mwesa,-2.0973,30.1346,H,MRSH,11,,,,0,1352
201728,Mvundwa,-2.1657,29.554,H,STMI,14,,,,0,1661
201729,Mvundwa,-2.1616,29.5586,H,STM,14,,,,0,1610
201730,Mwendo,-2.0307,29.6612,P,PPLL,15,27,2706,270606,0,1696
201731,Mwaro,-2.7075,29.0112,P,PPLL,14,36,3601,360103,0,958
201732,Mwange,-1.75,30.1259,H,STM,13,,,,0,1482
201733,Mwambu,-2.10909,30.50885,H,STM,11,,,,0,1396
201734,Mwaka,-2.08599,29.68297,P,PPL,15,27,2709,270904,0,1745
201735,Muzimu,-2.33429,29.2913,T,MT,14,37,3707,370701,0,2667
201736,Muyunzwe,-2.1631,29.6622,P,PPL,15,26,2605,260504,0,1639
201737,Muyanza,-1.7727,30.1132,H,STM,13,,,,0,1502
201738,Mont Muwogo,-1.68194,29.435,T,MT,14,34,3401,340101,0,2885
201739,Muwagakangaga,-2.56667,29.43333,H,STM,15,,,,0,2157
201740,Muvumba,-1.1295,30.3438,H,STM,11,,,,0,1325
201741,Muvuguto,-2.2758,29.9151,H,STM,15,,,,0,1376
201742,Mututu,-2.3385,29.9379,P,PPLL,15,21,2104,210403,0,1433
201743,Mutumba,-1.9051,29.7861,H,STM,15,,,,0,1481
201744,Mutovu,-2.2778,29.205,H,STM,14,,,,0,1482
201745,Mutendeli,-2.2857,30.4846,P,PPLL,11,56,5608,560803,0,1452
201746,Mutara,-2.1421,29.64756,P,PPLL,15,26,2607,260707,0,1603
201747,Mutaboneka,-1.45,29.55,L,LCTY,13,,,,0,2376
201748,Île Mutaba,-2.16329,29.21351,T,PEN,14,,,,0,1472
201749,Musuma,-2.21667,29.28333,H,STM,14,,,,0,1506
201750,Île Muzira,-2.2466,29.1855,T,ISL,14,,,,0,1461
201751,Mushubi,-2.34861,29.44278,S,MSSN,15,25,2514,251403,0,2058
201752,Mushubati,-2.0036,29.3937,P,PPL,14,32,3210,321004,0,1694
201753,Mushogoro,-2.0458,29.3683,H,STM,14,,,,0,1461
201754,Mushishiro,-2.3,29.65,S,BLDG,15,21,2103,210302,0,1707
201755,Mushingshiro,-1.9826,29.6823,P,PPLL,15,27,2711,271101,0,1633
201756,Île Mushinye,-1.94194,29.31667,T,ISL,14,,,,0,1461
201757,Île Mushaya,-2.26911,29.13639,T,ISL,14,,,,0,1461
201758,Mushaduka,-2.4469,29.893,H,STM,15,,,,0,1368
201759,Mushabarara,-2.5236,29.3955,T,PK,15,25,2517,251706,0,2541
201760,Musengo,-2.0549,29.7955,P,PPL,15,27,2701,270101,0,1794
201761,Muse,-2.51667,29.4975,L,LCTY,15,,,,0,2141
201762,Musasa,-1.91667,29.85,L,LCTY,15,,,,0,1780
201763,Musamvu,-2.1845,30.5329,P,PPLL,11,56,5605,560504,0,1609
201764,Musambira,-2.043,29.8427,P,PPL,15,28,2806,280603,0,1736
201766,Musaho,-2.02861,29.38194,P,PPLL,14,32,3210,321004,0,1495
201767,Murwa,-2.27218,30.37276,P,PPLL,11,56,5602,560202,0,1431
201769,Murangazi,-2.64269,29.31158,H,STM,14,,,,0,2350
201771,Île Murumbi,-2.22582,29.18004,T,ISL,14,,,,0,1461
201772,Muruhondo,-2.50194,29.34278,H,STM,15,,,,0,2340
201773,Muhura,-2.2554,29.5946,H,STM,15,,,,0,1556
201774,Rugunga,-1.74389,30.65306,H,STM,11,,,,0,1317
201775,Muroli,-1.90848,30.56369,L,LCTY,11,,,,0,1516
201776,Murondgwe,-2.2,29.55,H,STM,14,,,,0,1548
201777,Mutembo,-2.1034,30.3734,H,STMI,11,,,,0,1374
201778,Mulindi,-2.02556,30.15972,H,STM,9,,,,0,1338
201779,Île Murwa,-2.33333,29.06667,T,ISL,14,,,,0,1461
201780,Murehe,-1.9258,29.9336,P,PPLL,15,28,2811,281104,0,1662
201781,Murambi,-2.01667,29.71667,P,PPLL,15,27,2705,270504,0,1957
201782,Murambi,-1.85,29.43333,L,LCTY,14,,,,0,2469
201783,Muramba,-2.2,29.28333,S,BLDG,14,37,3711,371102,0,1549
201786,Muramba,-2.207,29.2884,P,PPL,14,37,3711,371102,0,1593
201787,Lac Kidogo,-2.16842,30.22674,H,LK,11,,,,0,1326
201788,Kagondo,-2.23389,29.39278,H,STM,14,,,,0,1894
201789,Munzanga,-2.08778,29.58417,H,STM,14,,,,0,1718
201790,Munyinya,-2.3043,29.9412,P,PPLL,15,21,2102,210204,0,1434
201791,Munyinya,-2.06643,29.79579,P,PPL,15,28,2809,280904,0,1852
201792,Munyiginya,-1.9252,30.3732,P,PPLL,11,51,5108,510802,0,1574
201793,Munyaga,-2.01893,30.45917,P,PPL,11,51,5107,510703,0,1599
201794,Mununu,-1.86807,30.29264,P,PPL,11,51,5101,510101,0,1733
201795,Munigane,-2.6272,29.5335,P,PPLL,15,23,2305,230501,0,1934
201796,Munazi,-2.575,29.7844,P,PPL,15,22,2213,221302,0,1719
201797,Île Munanira,-1.4386,29.7872,T,ISL,13,,,,0,1893
201798,Munywanzuki,-2.5789,29.442,H,STM,15,,,,0,2087
201799,Mumbizi,-2.06667,30.08333,H,STM,9,,,,0,1343
201800,Mulindi,-2.0227,29.7517,H,STMI,15,,,,0,1807
201801,Mulindi,-1.8518,30.0747,H,STM,9,,,,0,1458
201802,Mulindi,-1.7854,29.9886,H,STM,13,,,,0,1730
201803,Mulindi,-1.26667,29.46667,H,STM,0,,,,0,1581
201804,Murongozi,-1.8334,30.0147,H,STM,13,,,,0,1585
201805,Muregeya,-2.0216,29.374,H,STM,14,,,,0,1477
201806,Mulabi,-1.78333,30.33333,L,LCTY,11,,,,0,1722
201807,Mukura,-2.67667,29.75111,H,STM,15,,,,0,1593
201808,Mukungwa,-1.7332,29.6572,H,STM,13,,,,0,1425
201809,Mukunguli,-2.1372,29.921,H,STM,15,,,,0,1390
201810,Mukunga,-1.95,30.26667,H,STM,11,,,,0,1369
201811,Mukororo,-2.16667,29.26667,H,STM,14,,,,0,1461
201812,Muko,-2.6974,29.0047,P,PPL,14,36,3601,360101,0,970
201813,Mukinga,-1.55083,29.64167,H,STM,13,,,,0,1651
201814,Lac Mukibaza,-2.19572,30.25515,H,LK,11,,,,0,1330
201815,Île Mukanzeingoro,-1.95352,29.3191,T,ISL,14,,,,0,1461
201816,Mukarange,-1.87361,30.47167,L,LCTY,11,,,,0,1549
201817,Muhungwe,-1.6755,29.3829,T,MT,14,33,3306,330603,0,2826
201818,Muhororo,-1.8617,29.9782,S,MSSN,13,41,4116,411601,0,1968
201819,Muhororo,-2.135,29.7561,P,PPL,15,26,2602,260205,0,1783
201820,Muhororo,-2.0349,29.6542,P,PPLL,15,27,2706,270606,0,1671
201823,Muhondo,-1.9233,29.3223,H,STM,14,,,,0,1474
201824,Muhondo,-1.5985,29.8771,P,PPLL,13,44,4412,441201,0,1903
201825,Giheta,-1.9172,29.6979,P,PPLL,15,27,2711,271102,0,1674
201826,Muhembe,-1.8154,29.6247,H,STM,14,,,,0,1620
201827,Lac Muhazi,-1.8722,30.3574,H,LK,11,,,,0,1445
201828,Lac Muhari,-1.6648,30.7867,H,LK,11,,,,0,1285
201829,Muhanga,-2.1961,29.8486,H,STM,15,,,,0,1499
201830,Muhanga,-2.02269,29.70691,P,PPLL,15,27,2705,270504,0,1802
201831,Muhanga,-2.01667,29.73333,T,HLL,15,27,2705,270504,0,1901
201832,Muhambwe,-1.98333,29.71667,L,LCTY,15,,,,0,1909
201833,Muhambara,-2.7717,29.58026,P,PPL,15,23,2302,230204,0,1864
201834,Mugwato,-1.851,29.8691,H,STM,13,,,,0,1404
201835,Mugote,-2.30758,29.55849,P,PPL,15,25,2505,250502,0,1773
201836,Mugongo,-1.56667,29.35,L,LCTY,14,,,,0,2126
201837,Mugonero,-2.1853,29.2779,H,STM,14,,,,0,1509
201838,Mugombwa,-2.676,29.86,P,PPL,15,22,2208,220804,0,1659
201839,Mugogo,-1.5838,29.56505,T,MT,13,,,,0,2440
201840,Mugobore,-1.652,29.8795,H,STM,13,,,,0,1783
201841,Mugina,-2.1057,29.9417,P,PPL,15,28,2805,280503,0,1526
201842,Lac Mugesera,-2.10833,30.30833,H,LK,11,,,,0,1332
201843,Mugereke,-2.0926,29.8002,P,PPLL,15,27,2712,271202,0,1795
201844,Mugasekera,-2.16833,30.46111,P,PPLL,11,56,5603,560301,0,1493
201845,Munduli,-1.8444,29.6213,H,STM,14,,,,0,1631
201846,Île Mudimba,-1.43333,29.76667,T,ISL,13,,,,0,1860
201847,Mudasomwa,-2.48214,29.46884,H,STM,15,,,,0,2004
201849,Mubuga,-2.1318,29.3151,P,PPL,14,31,3105,310504,0,1676
201850,Mubenga,-2.78333,29.35,H,STM,0,,,,0,1921
201851,Mpushi,-2.0102,29.8235,P,PPL,15,28,2806,280605,0,1696
201852,Mpombori,-2.0499,29.8254,H,STM,15,,,,0,1616
201853,Mpoma,-1.81667,29.55,H,STM,14,,,,0,1956
201854,Mpiga,-2.25,30.7,P,PPLL,11,55,5504,550402,0,1620
201856,Mpanda,-2.6459,29.608,P,PPL,15,23,2303,230304,0,1826
201857,Zoko,-1.7618,30.1037,P,PPLL,13,45,4512,451201,0,1785
201858,Tare,-2.5324,29.6903,P,PPLL,15,24,2407,240707,0,1748
201859,Sholi,-2.6543,29.71,P,PPLL,15,24,2401,240104,0,1864
201860,Shororo,-2.769,29.508,P,PPLL,15,23,2301,230105,0,1969
201861,Rwesero,-1.80005,30.18267,P,PPL,13,45,4501,450104,0,1488
201862,Rutoma,-1.4387,30.3218,T,HLL,11,52,5204,520409,0,1488
201863,Ruhanga,-1.7432,29.9076,P,PPLL,13,41,4103,410301,0,2157
201864,Rubona,-1.5779,29.8853,P,PPLL,13,44,4412,441203,0,2020
201865,Nzega,-2.479,29.5564,P,PPL,15,25,2503,250305,33832,1993
201866,Nyarubanga,-1.2677,30.4002,T,MT,11,52,5213,521305,0,1561
201867,Nyangara,-1.4272,30.1699,P,PPLL,11,52,5201,520101,0,1542
201868,Nyamiyaga,-1.6807,30.148,P,PPLL,13,45,4513,451303,0,1951
201869,Nyamisange,-1.10495,30.38398,T,HLL,11,52,5209,520906,0,1448
201870,Nyakizu,-2.7452,29.6144,P,PPL,15,23,2311,231104,0,1794
201871,Nganzo,-1.6091,29.9103,P,PPLL,13,41,4106,410602,0,2143
201872,Nemba,-2.3369,30.2327,P,PPLL,11,57,5714,571402,0,1553
201873,Neke,-1.5713,30.2153,P,PPLL,11,53,5311,531103,0,1705
201874,Ntoma,-1.17305,30.4066,T,HLL,11,52,5212,521202,0,1502
201875,Mwulire,-2.5434,29.7534,P,PPL,15,24,2407,240704,0,1855
201876,Muvumba,-1.38253,30.24122,P,PPL,11,52,5211,521102,0,1454
201877,Murambi,-1.3991,30.0935,P,PPLL,11,52,5205,520501,0,1816
201878,Murama,-1.3288,30.3233,T,HLL,11,52,5210,521007,0,1496
201879,Mugusa,-2.48122,29.8564,P,PPL,15,22,2201,220103,0,1515
201880,Mbogo,-2.4749,29.8919,P,PPL,15,22,2201,220104,0,1461
201881,Mbazi,-2.3573,29.5784,P,PPLL,15,25,2510,251001,0,1706
201882,Masogwe,-1.59857,29.95776,P,PPLL,13,45,4509,450903,0,2203
201883,Maranyundo,-2.15268,30.11066,P,PPLL,11,57,5710,571003,0,1516
201884,Luhonge,-2.51667,29.31667,P,PPLL,15,,,,0,2490
201885,Rugera,-2.7967,29.3968,T,PK,15,23,2312,231205,0,2554
201886,Lugarama,-1.08222,30.43722,P,PPLL,11,52,5206,520605,0,1522
201887,Remera,-2.4617,29.5432,T,PK,15,25,2503,250306,0,2239
201888,Leberu,-2.18748,30.1007,T,HLL,11,57,5705,570503,0,1542
201889,Kurukara,-2.64194,29.65389,P,PPLL,15,24,2403,240302,0,1808
201891,Kayenzi,-1.70333,29.93361,P,PPLL,13,41,4117,411701,0,1818
201892,Karama,-1.8934,30.1597,P,PPL,12,12,1201,120106,0,1702
201893,Karenda,-1.5786,29.9572,P,PPLL,13,45,4509,450903,0,2068
201894,Gakoma,-1.48124,30.20658,P,PPLL,11,52,5207,520703,0,1473
201895,Kabare,-1.551,30.201,P,PPLL,11,53,5311,531102,0,1731
201896,Jali,-1.8876,30.017,P,PPLL,12,12,1206,120607,0,2028
201897,Humure,-1.67361,30.31562,P,PPLL,11,53,5312,531203,0,1695
201898,Hunga,-1.50889,30.15361,L,LCTY,11,,,,0,1892
201899,Gishikili,-1.5724,30.1758,P,PPLL,13,,,,0,1892
201901,Gasheshe,-1.2974,30.2024,T,PK,11,52,5214,521407,0,1572
201902,Gatebe,-1.5127,29.9498,P,PPLL,13,44,4406,440601,0,2188
201904,Gaharo,-2.6605,29.4095,T,HLL,15,23,2306,230602,0,2549
201905,Gabegi,-2.53333,29.38333,P,PPLL,15,25,2509,250901,0,2670
201906,Cyondo,-1.4375,30.122,P,PPL,11,52,5205,520503,0,1594
201907,Buzigi,-1.7,29.95,P,PPLL,13,41,4117,411703,0,1942
201908,Bihembe,-2.07306,30.2625,L,LCTY,9,,,,0,1637
201909,Munindi,-1.8576,29.9045,H,STM,13,,,,0,1374
201910,Mokono,-2.605,29.37944,H,STM,15,,,,0,2458
201911,Muhamba,-2.3252,30.4708,P,PPLL,11,55,5501,550102,0,1434
201912,Miyove,-1.6096,29.97563,P,PPL,13,45,4509,450902,0,2202
201913,Île Mushungwe,-2.2322,29.1783,T,ISL,14,,,,0,1461
201914,Misarara,-1.74694,30.54222,H,STM,11,,,,0,1361
201915,Île Mirambo,-2.2197,29.1854,T,ISL,14,,,,0,1461
201916,Mirayi,-2.5863,29.8942,H,STM,15,,,,0,1360
201917,Lac Mirayi,-2.2225,30.2493,H,LK,11,,,,0,1325
201918,Lac Mihindi,-1.5195,30.7192,H,LK,11,,,,0,1282
201919,Migina,-2.7678,29.7118,H,STM,15,,,,0,1569
201920,Migera,-1.9012,30.6128,H,STM,11,,,,0,1329
201921,Migendo,-2.68424,29.47719,H,STM,15,,,,0,1877
201922,Baie Migamba,-2.12702,30.34871,H,LKX,11,,,,0,1332
201923,Mibinzi,-2.572,28.9566,P,PPL,14,36,3604,360406,0,1797
201924,Mfune,-2.1993,30.2846,P,PPLL,11,56,5611,561101,0,1370
201925,Mburabuturo,-1.6211,29.5877,P,PPL,14,34,3411,341101,0,2101
201926,Mbura,-1.53333,30.35,H,STM,11,,,,0,1383
201927,Mbuga,-1.78333,29.68333,L,LCTY,15,,,,0,1719
201928,Mbuye,-2.27265,30.41531,P,PPL,11,56,5602,560205,0,1459
201929,Mbogo,-1.7431,30.4365,P,PPL,11,53,5307,530702,0,1529
201930,Mbeba,-2.05,29.8,P,PPLL,15,27,2701,270103,0,1786
201931,Mbayo,-1.8,30.5,P,PPLL,11,54,5410,541002,0,1614
201932,Mbare,-2.0518,29.83322,P,PPLL,15,28,2806,280603,0,1669
201933,Mbare,-2.13222,30.4475,P,PPLL,11,56,5603,560302,0,1551
201934,Mbagabaga,-2.493,29.7378,P,PPLL,15,24,2410,241007,0,1684
201935,Île Mbabara,-2.0395,29.3391,T,ISL,14,,,,0,1468
201936,Mayaga,-2.1,29.98333,P,PPL,15,28,2805,280505,0,1414
201937,Marais Matungula,-1.64979,30.49567,H,WTLD,11,,,,0,1321
201938,Matoshya,-1.83333,29.7,L,LCTY,15,,,,0,1875
201939,Matongo,-2.27929,30.45921,P,PPLL,11,56,5608,560802,0,1457
201940,Matimba,-1.11921,30.44864,T,HLLS,11,,,,0,1470
201942,Maswa,-2.1816,30.3065,P,PPLL,11,56,5611,561104,0,1363
201943,Mashyuza,-2.5771,29.0293,P,PPLL,14,36,3615,361505,0,1111
201944,Mashiga,-2.1546,29.5463,H,STM,14,,,,0,1650
201945,Mashozo,-2.03333,30.41667,H,STM,11,,,,0,1382
201946,Mashesha,-2.594,29.006,P,PPL,14,36,3608,360804,0,1251
201947,Masango,-2.1895,29.6186,H,STM,15,,,,0,1656
201948,Maraba,-2.5197,29.67,P,PPL,15,24,2413,241301,0,1686
201949,Mani,-2.05,29.33333,S,BLDG,14,,,,0,1461
201950,Île Marenga,-2.0818,30.7505,T,ISL,11,,,,0,1286
201951,Makera,-2.3336,29.656,H,STM,15,,,,0,1563
201952,Magarama,-2.1436,29.2782,H,STM,14,,,,0,1461
201953,Mabuga I,-2.2224,30.3908,P,PPL,11,56,5613,561304,0,1402
201954,Mabanza,-2.0524,29.4092,P,PPL,14,31,3109,310905,0,1636
201955,Luzizi,-2.6,29.81667,P,PPLL,15,22,2211,221104,0,1604
201957,Lutshararuka,-1.61667,30.3,H,STM,11,,,,0,1487
201958,Lusumo,-1.7225,29.92778,H,STM,13,,,,0,1831
201959,Rusine,-1.8121,30.097,H,STM,13,,,,0,1435
201960,Rusasa I,-1.6386,29.6573,P,PPLL,13,42,4218,421802,0,1728
201961,Rurenge,-2.1045,30.5139,P,PPLL,11,56,5612,561205,0,1492
201962,Ruramira,-2.01306,30.49028,P,PPLL,11,54,5411,541101,0,1432
201963,Lulambi,-1.98417,30.53333,L,LCTY,11,,,,0,1467
201964,Lukumba,-1.63333,30.26667,H,STM,11,,,,0,1517
201965,Lukeri,-1.65306,29.91917,H,STM,13,,,,0,1765
201966,Rukarara,-2.2928,29.6153,H,STMC,15,,,,0,1533
201967,Rukara,-1.815,30.4881,P,PPLL,11,54,5410,541002,0,1582
201968,Lugendabare,-1.93333,30.51667,L,LCTY,11,,,,0,1583
201969,Luganda,-1.41667,29.86667,L,LCTY,13,,,,0,2114
201970,Rubyiro,-2.7286,29.0325,H,STM,14,,,,0,935
201971,Lubyire,-2.08333,29.28333,H,STM,14,,,,0,1461
201972,Rubyiro,-2.45833,29.43111,H,STM,15,,,,0,2207
201973,Lubindi,-2.13333,30.28333,P,PPLL,11,56,5611,561102,0,1332
201974,Rubengera,-2.0386,29.3998,P,PPLL,14,31,3109,310903,0,1576
201975,Rubago,-2.1866,30.3655,P,PPLL,11,56,5611,561103,0,1393
201976,Longero,-1.82222,29.40417,H,STM,14,,,,0,2454
201977,Lolenge,-2.25,30.36667,P,PPLL,11,56,5602,560203,0,1361
201978,Liba,-2.6937,29.7331,P,PPL,15,23,2308,230804,0,1712
201979,Lemere,-2.36444,29.59944,L,LCTY,15,,,,0,1908
201980,Remera,-1.6887,29.8885,P,PPLL,13,41,4103,410305,0,2006
201981,Kwitaba,-2,29.91667,P,PPLL,15,28,2801,280101,0,1690
201982,Mont Kwiruhelo,-1.90861,29.42167,T,MT,14,32,3205,320502,0,2705
201983,Kwingwava,-1.99361,30.61556,L,LCTY,11,,,,0,1613
201984,Kwilalie,-2.27472,30.35111,L,LCTY,11,,,,0,1409
201985,Kuruhira,-2.01667,29.73333,P,PPLL,15,27,2705,270504,0,1901
201986,Kumvya,-2.28333,29.15,S,MSSN,14,,,,0,1461
201987,Kumuzizi,-1.78333,30.51667,L,LCTY,11,,,,0,1615
201988,Kumunini,-1.73333,30.46667,L,LCTY,11,,,,0,1525
201989,Île Kumenie,-2.35694,28.96472,T,ISL,14,,,,0,1461
201990,Kuluti,-1.73333,30.43333,L,LCTY,11,,,,0,1507
201991,Kukanyinya,-2.66667,29.55,H,STM,15,,,,0,1850
201992,Kufaroro,-1.83333,30.46667,H,STM,11,,,,0,1516
201993,Koko,-2.6077,29.1862,H,STM,14,,,,0,1439
201994,Koko,-1.9889,29.3543,H,STM,14,,,,0,1485
201995,Col Kiziguro,-1.75,30.4,T,PASS,11,53,5307,530703,0,1465
201996,Kiziguro,-1.76629,30.38261,S,MSSN,11,53,5307,530701,0,1584
201997,Kiyanza,-1.76667,30.08333,S,BLDG,13,41,4113,411302,0,1702
201998,Kivuruga,-1.59639,29.76,L,LCTY,13,,,,0,2075
201999,Kivumu,-2.0544,29.8077,P,PPL,15,27,2701,270103,0,1691
202000,Lac Kivumba,-1.7143,30.7568,H,LK,11,,,,0,1285
202001,Kivu,-2.6676,29.4668,P,PPL,15,23,2306,230604,0,2000
202002,Kivomo,-2.3404,29.5715,H,STM,15,,,,0,1615
202003,Lac Kivome,-2.21667,30.26667,H,LK,11,,,,0,1327
202004,Kitazigurwa,-1.8567,30.4722,P,PPLL,11,51,5106,510608,0,1458
202005,Baie Kitango,-2.14885,30.39206,H,LKX,11,,,,0,1331
202006,Kitaguzirwa,-2.0069,30.1635,H,MRSH,12,,,,0,1341
202007,Kitabi,-2.53223,29.42851,P,PPLL,15,25,2509,250901,0,2291
202008,Gisumo,-1.9102,29.6719,H,STM,15,,,,0,1418
202009,Giswi,-2.7688,29.5655,H,STM,15,,,,0,1745
202010,Île Kishayu,-1.95917,29.31889,T,ISL,14,,,,0,1461
202011,Île Shyute,-2.15534,29.21048,T,ISL,14,,,,0,1461
202012,Île Gishamwana,-1.8457,29.2829,T,ISL,14,,,,0,1461
202013,Kisere,-2.41667,29.75,T,HLL,15,24,2405,240505,0,1737
202014,Kiryango,-2.1538,29.6491,H,STM,15,,,,0,1551
202015,Kirwa,-2.075,30.4617,P,PPLL,11,56,5612,561204,0,1459
202016,Kirwa,-1.9205,29.6712,P,PPL,15,27,2711,271103,0,1568
202017,Kiruhura,-2.4562,29.7546,P,PPL,15,24,2411,241105,0,1687
202019,Baie Kiruhura,-1.89082,30.35819,H,BAY,11,,,,0,1445
202020,Kiruhura,-1.9135,30.3622,H,STM,11,,,,0,1451
202021,Kilinda,-2.1863,29.5799,P,PPLL,14,31,3106,310605,0,1663
202022,Kirimbi,-1.41667,29.61667,L,LCTY,13,,,,0,2437
202023,Kilimahwa,-2.06667,29.78333,P,PPLL,15,27,2701,270104,0,1822
202024,Kirengeri,-2.1591,29.7583,P,PPLL,15,26,2602,260202,0,1832
202025,Île Kirehe,-2.28444,29.14611,T,ISL,14,,,,0,1461
202026,Kirehe,-2.26525,30.65696,P,PPLL,11,55,5505,550502,0,1570
202027,Kirambo,-2.1983,30.4009,P,PPLL,11,56,5614,561403,0,1412
202028,Kirambo,-1.9468,29.7942,P,PPLL,15,28,2804,280403,0,1940
202029,Kiraga,-2.25407,29.48088,H,STM,15,,,,0,1647
202030,Kinyegenyege,-2.276,29.9406,H,STM,15,,,,0,1353
202031,Kinyempanda,-2.0216,29.4158,H,STM,14,,,,0,1650
202032,Kinyababa,-1.4,29.8,L,LCTY,13,,,,0,1905
202033,Kintobo,-2.57944,29.44306,H,STM,15,,,,0,2088
202034,Kinsagwa,-1.73333,29.61667,H,STM,14,,,,0,1589
202035,Kinkanga,-2.4438,29.7616,P,PPL,15,24,2411,241101,0,1715
202036,Kinyinya,-1.8713,30.5213,P,PPLL,11,54,5401,540103,0,1536
202037,Kinihira,-1.56667,29.8,L,LCTY,13,,,,0,2144
202039,Kinigi,-1.4426,29.5902,P,PPL,13,43,4307,430705,0,2253
202040,Kigoma,-2.1722,29.832,P,PPLL,15,26,2606,260604,0,1658
202041,Kinteko,-1.43361,30.49333,H,STM,11,,,,0,1319
202042,Kinazi,-2.1875,29.9023,P,PPL,15,26,2604,260401,0,1564
202043,Kinani,-1.9145,29.7848,H,STM,15,,,,0,1437
202044,Île Kilwa,-1.73937,29.26802,T,ISL,14,33,,,0,1461
202045,Lac Kilimbi,-2.2541,30.2729,H,LK,11,,,,0,1326
202046,Baie Kilimbi,-2.26321,29.18117,H,BAY,14,,,,0,1475
202047,Kilimbi,-2.26,29.1867,H,STM,14,,,,0,1461
202048,Kilimbi,-2.26469,29.19644,P,PPL,14,37,3709,370903,0,1554
202049,Kiramuruzi,-1.80148,30.39889,P,PPL,11,53,5306,530601,0,1572
202050,Île Gihaya,-2.4407,28.888,T,ISL,14,,,,0,1461
202051,Kigoma,-2.46667,29.65,L,LCTY,15,,,,0,1717
202052,Kigoma,-2.2695,30.4268,P,PPLL,11,56,5602,560205,0,1416
202053,Kigina,-2.23611,30.6775,P,PPLL,11,55,5504,550402,0,1497
202054,Kigina,-1.81667,29.73333,T,HLL,15,27,2710,271005,0,2257
202055,Kigeme,-2.4799,29.527,P,PPL,15,25,2503,250301,0,2065
202056,Kigembe,-2.016,29.8999,P,PPLL,15,28,2801,280104,0,1631
202057,Kigarama,-2.0796,30.5556,P,PPL,11,56,5609,560901,0,1690
202058,Kiganda,-1.56667,29.66667,L,LCTY,13,,,,0,1822
202059,Kigali City Province,-1.98658,30.06907,A,ADM1H,9,,,,0,1551
202060,Kigali,-2.7873,29.7196,P,PPL,15,22,2212,221202,0,1758
202061,Kigali,-1.94995,30.05885,P,PPLC,12,11,1109,110903,1132686,1542
202062,Bigaga,-2.2392,30.0891,H,MRSH,11,,,,0,1346
202063,Baie Kidimba,-1.87021,30.39774,H,BAY,11,,,,0,1454
202064,Prefegitura ya Kibuye,-2.16667,29.41667,A,ADM1H,14,,,,484389,2148
202065,Kibuye,-2.06028,29.34778,P,PPLA,14,31,3101,310105,48024,1480
202066,Kibungu,-2.08333,30.05,S,MN,11,57,5709,570903,0,1352
202067,Kibungo Province,-2,30.58333,A,ADM1H,11,,,,745070,1501
202068,Kibungo,-2.1597,30.5427,P,PPL,11,56,5605,560504,46240,1607
202069,Kibu,-2.709,29.8281,P,PPLL,15,22,2208,220803,0,1511
202070,Kibondu,-1.49056,30.35333,H,STM,11,,,,0,1364
202071,Kibogora,-2.3212,29.1309,P,PPL,14,,,,0,1461
202072,Kiboga,-2.18694,29.27222,H,STM,14,,,,0,1508
202073,Kibobo,-1.8459,30.2358,H,STM,12,,,,0,1445
202074,Kibilizi,-2.3848,29.8839,P,PPL,15,21,2104,210404,0,1509
202075,Kibilizi,-2.45294,29.52373,P,PPLL,15,25,2507,250705,0,2002
202076,Kibingo,-1.9867,29.364,P,PPLL,14,32,3202,320201,0,1585
202077,Kibingo,-2.0282,29.6835,P,PPLL,15,27,2706,270603,0,1718
202078,Kibimba,-2.2437,30.4869,P,PPLL,11,56,5604,560404,0,1360
202079,Kibilizi,-2.6493,29.7804,P,PPL,15,22,2204,220402,0,1706
202080,Kibeho,-2.6465,29.5591,P,PPL,15,23,2303,230302,0,1827
202081,Kibaya,-2.2812,30.5484,H,STM,11,,,,0,1328
202082,Kibara,-2.2674,30.5388,P,PPLL,11,56,5608,560805,0,1392
202083,Kibara,-1.8787,30.2382,P,PPLL,12,12,1203,120303,0,1645
202084,Kibangu,-2.6652,29.9048,P,PPLL,15,22,2207,220704,0,1483
202085,Kibangu,-1.8461,29.6854,P,PPL,15,27,2703,270302,0,1653
202086,Kenkajura,-1.6025,30.4375,L,LCTY,11,,,,0,1511
202087,Kazirankomo,-1.951,29.35845,H,STM,14,,,,0,1676
202088,Kayumbu,-1.9321,29.8171,H,STM,15,,,,0,1512
202089,Kayove,-1.89,29.3505,P,PPLL,14,32,3212,321204,0,2025
202090,Kayonza,-1.8847,30.5168,P,PPLL,11,54,5404,540402,0,1550
202091,Kayita,-1.7954,30.4375,P,PPLL,11,53,5306,530602,0,1558
202092,Kayenzi,-1.90611,29.84646,P,PPL,15,28,2803,280305,0,1784
202093,Kayanza,-1.81667,29.43333,H,STM,14,,,,0,2391
202094,Kavuza,-1.96667,29.96667,L,LCTY,15,,,,0,1511
