id,name,latitude,longitude ,feature class,feature code,admin1,admin2,admin3,admin4,population,demelev
11186961,Nyakayenzi,-2.30531,30.10982,A,ADM4,11,57,5708,570804,0,1418
11186962,Rutonde,-2.35568,30.06119,A,ADM4,11,57,5708,570805,0,1455
11186963,Cyugaro,-2.11726,30.04228,A,ADM4,11,57,5709,570901,0,1446
11186964,Ngeruka,-2.31624,30.13063,A,ADM4,11,57,5708,570803,0,1425
11186965,Simbwa,-1.54678,30.34912,A,ADM4,11,53,5304,530406,0,1368
11186966,Busetsa,-1.63319,30.2718,A,ADM4,11,53,5305,530501,0,1462
11186967,Gituza,-1.69665,30.26658,A,ADM4,11,53,5305,530502,0,1894
11186968,Kanzenze,-2.08464,30.0839,A,ADM4,11,57,5709,570902,0,1505
11186969,Rugazi,-1.51177,30.29416,A,ADM4,11,52,5204,520408,0,1467
11186970,Kibungo,-2.0806,30.04067,A,ADM4,11,57,5709,570903,0,1393
11186971,Rutoma,-1.44774,30.30958,A,ADM4,11,52,5204,520409,0,1445
11186972,Gataba,-1.39644,30.09246,A,ADM4,11,52,5205,520501,0,1906
11186973,Kayumba,-2.12619,30.0781,A,ADM4,11,57,5710,571002,0,1441
11186974,Taba,-1.73953,30.27107,A,ADM4,11,53,5308,530805,0,1842
11186975,Kanazi,-2.1733,30.07712,A,ADM4,11,57,5710,571001,0,1443
11186976,Nyagitabire,-1.51352,30.21523,A,ADM4,11,53,5311,531105,0,1417
11186977,Maranyundo,-2.16261,30.11691,A,ADM4,11,57,5710,571003,0,1521
11186978,Kabasengerezi,-1.94059,30.06128,A,ADM4,12,11,1106,110602,0,1488
11186979,Nyamirama,-1.59396,30.19726,A,ADM4,11,53,5311,531106,0,1916
11186980,Murama,-2.12669,30.1339,A,ADM4,11,57,5710,571004,0,1459
11186981,Matunguru,-1.69822,30.44429,A,ADM4,11,53,5313,531305,0,1379
11186982,Nyamata y umujyi,-2.14487,30.09318,A,ADM4,11,57,5710,571005,0,1430
11186983,Kiburara,-1.65942,30.41228,A,ADM4,11,53,5314,531401,0,1465
11186984,Munini,-1.55448,30.65186,A,ADM4,11,53,5314,531402,0,1728
11186985,Nyamatete,-1.58214,30.46541,A,ADM4,11,53,5314,531403,0,1383
11186986,Rwikiniro,-1.56833,30.50475,A,ADM4,11,53,5314,531404,0,1313
11186987,Juru,-1.8164,30.56005,A,ADM4,11,54,5401,540101,0,1631
11186988,Gihinga,-2.29747,29.97882,A,ADM4,11,57,5711,571101,0,1403
11186989,Kabuye,-2.29954,30.01542,A,ADM4,11,57,5711,571102,0,1505
11186990,Murambi,-2.32823,30.0058,A,ADM4,11,57,5711,571103,0,1456
11186991,Kabeza,-1.94178,30.05427,A,ADM4,12,11,1106,110603,0,1456
11186992,Ngenda,-2.32009,29.98239,A,ADM4,11,57,5711,571104,0,1470
11186993,Rugando,-2.28131,30.02324,A,ADM4,11,57,5711,571105,0,1444
11186994,Kabeza,-2.20089,30.18354,A,ADM4,11,57,5712,571201,0,1431
11186995,Kimaranzara,-2.15687,30.22305,A,ADM4,11,57,5712,571203,0,1414
11186996,Kintambwe,-2.34574,30.28999,A,ADM4,11,57,5714,571402,0,1332
11186997,Nyabagendwa,-2.19604,30.21504,A,ADM4,11,57,5712,571205,0,1417
11186998,Mazane,-2.31026,30.3389,A,ADM4,11,57,5714,571403,0,1334
11186999,Bihari,-2.33341,30.02908,A,ADM4,11,57,5713,571301,0,1448
11187000,Kaguriro,-1.8607,29.29931,A,ADM4,14,32,3209,320902,0,1698
11187001,Sure,-2.01169,29.36708,A,ADM4,14,32,3210,321005,0,1571
11187002,Nkomane,-1.72084,29.40599,A,ADM4,14,33,3305,330505,0,2601
11187003,Gatanga,-2.32192,30.04759,A,ADM4,11,57,5713,571302,0,1491
11187004,Rugabano,-2.41063,28.95864,A,ADM4,14,36,3612,361205,0,1600
11187005,Gikundamvura,-2.30373,30.08483,A,ADM4,11,57,5713,571303,0,1490
11187006,Nyabugogo,-1.93748,30.05067,A,ADM4,12,11,1106,110604,0,1382
11187007,Bisagara,-2.20912,30.64299,A,ADM4,11,55,5509,550901,0,1626
11187008,Kindama,-2.32,30.07281,A,ADM4,11,57,5713,571304,0,1500
11187009,Gacyamo,-1.96342,30.05781,A,ADM4,12,11,1101,110103,0,1481
11187010,Ruhuha,-2.3023,30.04898,A,ADM4,11,57,5713,571305,0,1501
11187011,Nemba,-2.33179,30.21756,A,ADM4,11,57,5714,571404,0,1477
11187012,Nkanga,-2.25652,30.31457,A,ADM4,11,57,5714,571405,0,1327
11187013,Sharita,-2.22042,30.30671,A,ADM4,11,57,5714,571406,0,1328
11187014,Kabagugu,-2.2648,29.98425,A,ADM4,11,57,5715,571501,0,1416
11187015,Kamabuye,-2.23214,30.00129,A,ADM4,11,57,5715,571502,0,1454
11187016,Rebero,-2.24727,29.99541,A,ADM4,11,57,5715,571504,0,1519
11187017,Rutare,-2.27857,29.99737,A,ADM4,11,57,5715,571505,0,1534
11187018,Mwendo,-1.98626,30.00842,A,ADM4,12,11,1103,110302,0,1460
11187019,Nyabugogo,-1.95465,30.01766,A,ADM4,12,11,1103,110303,0,1418
11187020,Murambi,-1.6533,29.57241,A,ADM4,14,34,3411,341104,0,2336
11187021,Nyarufunzo,-2.0175,30.05243,A,ADM4,12,11,1105,110505,0,1548
11187022,Karama,-2.62531,29.69676,A,ADM4,15,24,2401,240103,0,1885
11187023,Karama,-2.52749,29.7512,A,ADM4,15,24,2410,241003,0,1790
11187024,Kabuye,-1.88613,30.05966,A,ADM4,12,12,1205,120503,0,1551
11187025,Kabuga i,-1.97452,30.22871,A,ADM4,12,12,1214,121403,0,1419
11187026,Kazirabonde,-1.89233,29.8863,A,ADM4,15,28,2807,280702,0,1773
11187027,Remera,-1.9478,29.89098,A,ADM4,15,28,2811,281106,0,1795
11187028,Bushaka,-1.89783,29.2887,A,ADM4,14,32,3201,320101,0,1560
11187029,Ruhingo,-1.9975,29.35324,A,ADM4,14,32,3202,320205,0,1509
11187030,Buhindure,-1.81544,29.30165,A,ADM4,14,32,3203,320301,0,1794
11187031,Nkora,-1.83482,29.30139,A,ADM4,14,32,3203,320302,0,1770
11187032,Karambi,-1.79012,29.28108,A,ADM4,14,32,3204,320405,0,1561
11187033,Gabiro,-1.97656,29.34373,A,ADM4,14,32,3208,320801,0,1668
11187034,Murambi,-1.91794,29.33273,A,ADM4,14,32,3208,320803,0,1786
11187035,Kavomo,-1.73104,29.32051,A,ADM4,14,33,3310,331003,0,1976
11187036,Rususa,-1.84393,29.59742,A,ADM4,14,35,3511,351105,0,2131
11187037,Gihaya,-2.4434,28.88841,A,ADM4,14,36,3606,360603,0,1461
11187038,Kagara,-2.4398,28.9124,A,ADM4,14,36,3606,360604,0,1588
11187039,Bigoga,-2.41603,28.8914,A,ADM4,14,36,3613,361301,0,1500
11187040,Ishywa,-2.38691,28.93332,A,ADM4,14,36,3613,361303,0,1548
11187041,Ngoma,-2.39483,29.06533,A,ADM4,14,37,3701,370103,0,1678
11187042,Butare,-2.20345,29.23649,A,ADM4,14,37,3704,370401,0,1767
11187043,Kibingo,-2.18713,29.26326,A,ADM4,14,37,3704,370404,0,1659
11187044,Mubuga,-2.22055,29.20581,A,ADM4,14,37,3704,370405,0,1561
11187045,Ninzi,-2.34549,29.08748,A,ADM4,14,37,3705,370503,0,1568
11187046,Kigoya,-2.30657,29.15632,A,ADM4,14,37,3706,370603,0,1567
11187047,Nyarusange,-2.24196,29.2032,A,ADM4,14,37,3709,370904,0,1573
11187048,Rugari,-2.27788,29.17356,A,ADM4,14,37,3710,371004,0,1568
11187049,Kabeza,-1.47996,29.63223,A,ADM4,13,43,4302,430204,0,1918
11187050,Cyabagarura,-1.47937,29.60838,A,ADM4,13,43,4310,431001,0,1982
11187051,Kigabiro,-1.50314,29.74662,A,ADM4,13,43,4304,430401,0,1814
11187052,Kabuga,-1.66642,30.16164,A,ADM4,13,45,4513,451304,0,2045
11187053,Gatare,-2.05916,30.23963,A,ADM4,11,51,5112,511202,0,1405
11187054,Ndego,-1.36298,30.15631,A,ADM4,11,52,5202,520206,0,1546
11187055,Nyarupfubire,-1.26835,30.39324,A,ADM4,11,52,5213,521305,0,1479
11187056,Nyabicwamba,-1.5817,30.26756,A,ADM4,11,53,5302,530204,0,1432
11187057,Nkumba,-1.47162,29.7227,A,ADM4,13,44,4409,440903,0,1810
11187058,Nyamweru,-1.92557,30.01564,A,ADM4,12,11,1102,110201,0,1761
11187059,Nzove,-1.93207,30.00132,A,ADM4,12,11,1102,110202,0,1485
11187060,Taba,-1.88931,29.98977,A,ADM4,12,11,1102,110203,0,1763
11187061,Akabahizi,-1.94586,30.052,A,ADM4,12,11,1101,110101,0,1426
11187062,Akabeza,-1.95461,30.05605,A,ADM4,12,11,1101,110102,0,1484
11187063,Kigali,-1.96335,30.0322,A,ADM4,12,11,1103,110301,0,1706
11187064,Ruriba,-1.97422,30.02025,A,ADM4,12,11,1103,110304,0,1464
11187065,Rwesero,-2.00419,30.02131,A,ADM4,12,11,1103,110305,0,1441
11187066,Kimisagara,-1.94902,30.04405,A,ADM4,12,11,1104,110403,0,1551
11187067,Kamuhoza,-1.95969,30.04926,A,ADM4,12,11,1104,110401,0,1549
11187068,Kavumu,-2.03993,30.0055,A,ADM4,12,11,1105,110502,0,1399
11187069,Mataba,-2.0457,30.06993,A,ADM4,12,11,1105,110503,0,1409
11187070,Ntungamo,-2.06007,30.00824,A,ADM4,12,11,1105,110504,0,1442
11187071,Rusave,-2.01306,30.58568,A,ADM4,11,54,5405,540505,0,1603
11187072,Katabaro,-1.95523,30.0477,A,ADM4,12,11,1104,110402,0,1515
11187073,Kankuba,-2.02777,30.02989,A,ADM4,12,11,1105,110501,0,1393
11187074,Nyarurenzi,-2.04543,30.05293,A,ADM4,12,11,1105,110506,0,1452
11187075,Runzenze,-2.05499,30.03112,A,ADM4,12,11,1105,110507,0,1496
11187076,Amahoro,-1.93688,30.06021,A,ADM4,12,11,1106,110601,0,1403
11187077,Munanira ii,-1.9654,30.04577,A,ADM4,12,11,1107,110702,0,1598
11187078,Rugenge,-1.94262,30.06933,A,ADM4,12,11,1106,110605,0,1410
11187079,Tetero,-1.94074,30.0505,A,ADM4,12,11,1106,110606,0,1422
11187080,Ubumwe,-1.94844,30.07289,A,ADM4,12,11,1106,110607,0,1420
11187081,Kanyefurwe,-1.69422,29.34529,A,ADM4,14,33,3308,330803,0,1881
11187082,Cyivugiza,-1.98311,30.04616,A,ADM4,12,11,1108,110801,0,1575
11187083,Munanira i,-1.96512,30.05266,A,ADM4,12,11,1107,110701,0,1507
11187084,Rusera,-1.9855,30.54893,A,ADM4,11,54,5403,540304,0,1573
11187085,Kiyovu,-1.95407,30.06469,A,ADM4,12,11,1109,110903,0,1530
11187086,Nyakabanda i,-1.97117,30.04322,A,ADM4,12,11,1107,110703,0,1602
11187087,Nyakabanda ii,-1.97624,30.04171,A,ADM4,12,11,1107,110704,0,1649
11187088,Buhiza,-1.85572,30.01763,A,ADM4,12,12,1206,120602,0,1600
11187089,Muko,-1.87822,30.00097,A,ADM4,12,12,1206,120603,0,1872
11187090,Agatare,-1.96852,30.06511,A,ADM4,12,11,1109,110901,0,1460
11187091,Nyarutarama,-1.93803,30.10142,A,ADM4,12,12,1213,121302,0,1442
11187092,Biryogo,-1.9653,30.0618,A,ADM4,12,11,1109,110902,0,1524
11187093,Rwezamenyo i,-1.96867,30.05582,A,ADM4,12,11,1110,111003,0,1512
11187094,Kinyana,-1.91133,30.25296,A,ADM4,12,12,1214,121405,0,1655
11187095,Rwampara,-1.96996,30.06012,A,ADM4,12,11,1109,110904,0,1482
11187096,Rwezamenyo ii,-1.97526,30.0512,A,ADM4,12,11,1110,111004,0,1559
11187097,Kabuguru i,-1.96602,30.05448,A,ADM4,12,11,1110,111001,0,1483
11187098,Kabuguru ii,-1.97302,30.04944,A,ADM4,12,11,1110,111002,0,1567
11187099,Kinyaga,-1.92992,30.15245,A,ADM4,12,12,1201,120101,0,1569
11187100,Musave,-1.92279,30.17043,A,ADM4,12,12,1201,120102,0,1443
11187101,Karuruma,-1.91337,30.04214,A,ADM4,12,12,1202,120201,0,1464
11187102,Kabuga,-2.56777,29.73649,A,ADM4,15,24,2407,240702,0,1754
11187103,Mvuzo,-1.87952,30.1448,A,ADM4,12,12,1201,120103,0,1680
11187104,Nyamugari,-1.92656,30.04403,A,ADM4,12,12,1202,120203,0,1428
11187105,Gati,-2.31925,29.84985,A,ADM4,15,21,2107,210701,0,1481
11187106,Migina,-2.36754,29.84012,A,ADM4,15,21,2107,210702,0,1463
11187107,Ngara,-1.89711,30.13305,A,ADM4,12,12,1201,120104,0,1701
11187108,Gicaca,-1.88226,30.25007,A,ADM4,12,12,1203,120302,0,1539
11187109,Agahabwa,-2.74025,29.73415,A,ADM4,15,22,2205,220501,0,1743
11187110,Buhabwa,-1.67373,30.67003,A,ADM4,11,54,5406,540601,0,1588
11187111,Rukore,-2.65059,29.41914,A,ADM4,15,23,2306,230602,0,2381
11187112,Samiyonga,-2.67087,29.39888,A,ADM4,15,23,2306,230603,0,2454
11187113,Uwacyiza,-2.6615,29.46877,A,ADM4,15,23,2306,230604,0,2064
11187114,Nkuzuzu,-1.86315,30.17602,A,ADM4,12,12,1201,120105,0,1601
11187115,Nyagasozi,-1.84652,30.15005,A,ADM4,12,12,1201,120107,0,1622
11187116,Gitwa,-2.62736,29.73648,A,ADM4,15,24,2414,241403,0,1757
11187117,Nyamabuye,-1.93579,30.04027,A,ADM4,12,12,1202,120202,0,1572
11187118,Ruhango,-1.92181,30.05523,A,ADM4,12,12,1204,120402,0,1528
11187119,Gashorera,-1.80751,29.68797,A,ADM4,15,27,2707,270701,0,1807
11187120,Gasagara,-1.85749,30.2238,A,ADM4,12,12,1203,120301,0,1650
11187121,Bweramvura,-1.87344,30.04458,A,ADM4,12,12,1205,120502,0,1641
11187122,Kibara,-1.86658,30.24091,A,ADM4,12,12,1203,120303,0,1643
11187123,Ngiryi,-1.84483,30.07756,A,ADM4,12,12,1205,120505,0,1619
11187124,Agateko,-1.89842,30.0347,A,ADM4,12,12,1206,120601,0,1492
11187125,Murambi,-1.77709,30.35379,A,ADM4,11,53,5309,530901,0,1596
11187126,Nyabuliba,-1.91849,30.02792,A,ADM4,12,12,1206,120605,0,1673
11187127,Nyakabungo,-1.88073,30.02756,A,ADM4,12,12,1206,120606,0,1608
11187128,Nyamitanga,-1.89687,30.01289,A,ADM4,12,12,1206,120607,0,1713
11187129,Nyamiyaga,-1.80532,30.32798,A,ADM4,11,53,5309,530902,0,1721
11187130,Munini,-1.88408,30.22456,A,ADM4,12,12,1203,120304,0,1849
11187131,Murambi,-1.8815,30.20461,A,ADM4,12,12,1203,120305,0,1718
11187132,Kamukina,-1.94891,30.09026,A,ADM4,12,12,1208,120801,0,1429
11187133,Musezero,-1.91442,30.06633,A,ADM4,12,12,1204,120401,0,1449
11187134,Akamatamu,-1.87019,30.07449,A,ADM4,12,12,1205,120501,0,1576
11187135,Kidashya,-1.8543,30.05965,A,ADM4,12,12,1205,120504,0,1562
11187136,Kibagabaga,-1.93204,30.12161,A,ADM4,12,12,1209,120902,0,1458
11187137,Nkusi,-1.85611,30.00256,A,ADM4,12,12,1206,120604,0,1891
11187138,Kamatamu,-1.94148,30.08894,A,ADM4,12,12,1207,120701,0,1459
11187139,Kamutwa,-1.93651,30.07075,A,ADM4,12,12,1207,120702,0,1437
11187140,Kibaza,-1.93172,30.07624,A,ADM4,12,12,1207,120703,0,1430
11187141,Muyange,-2.00143,30.12594,A,ADM4,12,13,1304,130402,0,1440
11187142,Kimihurura,-1.95475,30.08154,A,ADM4,12,12,1208,120802,0,1456
11187143,Gasharu,-1.96951,30.0972,A,ADM4,12,13,1306,130601,0,1449
11187144,Rugando,-1.95797,30.09299,A,ADM4,12,12,1208,120803,0,1467
11187145,Cyaruzinge,-1.94709,30.19181,A,ADM4,12,12,1211,121102,0,1465
11187146,Kibenga,-1.94093,30.183,A,ADM4,12,12,1211,121103,0,1404
11187147,Bibare,-1.94787,30.13148,A,ADM4,12,12,1209,120901,0,1481
11187148,Mukuyu,-1.89732,30.18622,A,ADM4,12,12,1211,121105,0,1467
11187149,Rudashya,-1.96031,30.20052,A,ADM4,12,12,1211,121106,0,1465
11187150,Butare,-1.86537,30.12831,A,ADM4,12,12,1212,121201,0,1656
11187151,Nyagatovu,-1.9467,30.11947,A,ADM4,12,12,1209,120903,0,1481
11187152,Gacuriro,-1.92237,30.09036,A,ADM4,12,12,1210,121001,0,1487
11187153,Gatunga,-1.86375,30.09906,A,ADM4,12,12,1212,121204,0,1492
11187154,Gasharu,-1.90098,30.11054,A,ADM4,12,12,1210,121002,0,1479
11187155,Sha,-1.82841,30.09496,A,ADM4,12,12,1212,121206,0,1591
11187156,Kagugu,-1.90292,30.07916,A,ADM4,12,12,1210,121003,0,1455
11187157,Nyabisindu,-1.9479,30.11064,A,ADM4,12,12,1213,121301,0,1458
11187158,Murama,-1.91052,30.09987,A,ADM4,12,12,1210,121004,0,1449
11187159,Bwiza,-1.94138,30.21514,A,ADM4,12,12,1211,121101,0,1468
11187160,Masoro,-1.94734,30.15049,A,ADM4,12,12,1211,121104,0,1417
11187161,Gasanze,-1.88365,30.09554,A,ADM4,12,12,1212,121202,0,1489
11187162,Gasura,-1.83714,30.11301,A,ADM4,12,12,1212,121203,0,1709
11187163,Muremure,-1.86831,30.11427,A,ADM4,12,12,1212,121205,0,1621
11187164,Shango,-1.83013,30.13255,A,ADM4,12,12,1212,121207,0,1586
11187165,Rukiri i,-1.96178,30.1033,A,ADM4,12,12,1213,121303,0,1458
11187166,Rukiri ii,-1.95689,30.11491,A,ADM4,12,12,1213,121304,0,1518
11187167,Bisenga,-1.91991,30.26853,A,ADM4,12,12,1214,121401,0,1469
11187168,Gasagara,-1.92073,30.23852,A,ADM4,12,12,1214,121402,0,1542
11187169,Kabuga ii,-1.96086,30.22344,A,ADM4,12,12,1214,121404,0,1449
11187170,Mbandazi,-1.92386,30.22405,A,ADM4,12,12,1214,121406,0,1455
11187171,Nyagahinga,-1.97749,30.20383,A,ADM4,12,12,1214,121407,0,1466
11187172,Ruhanga,-1.94085,30.25328,A,ADM4,12,12,1214,121408,0,1498
11187173,Gasabo,-1.79625,30.13894,A,ADM4,12,12,1215,121501,0,1650
11187174,Indatemwa,-1.80684,30.15626,A,ADM4,12,12,1215,121502,0,1737
11187175,Kabaliza,-1.83531,30.17145,A,ADM4,12,12,1215,121503,0,1650
11187176,Kacyatwa,-1.83603,30.18865,A,ADM4,12,12,1215,121504,0,1705
11187177,Kibenga,-1.81704,30.17216,A,ADM4,12,12,1215,121505,0,1731
11187178,Cyeru,-2.36765,29.91127,A,ADM4,15,21,2104,210401,0,1436
11187179,Kigabiro,-1.85074,30.20377,A,ADM4,12,12,1215,121506,0,1712
11187180,Karambo,-1.98389,30.08426,A,ADM4,12,13,1302,130202,0,1518
11187181,Nyanza,-1.99041,30.09216,A,ADM4,12,13,1302,130203,0,1509
11187182,Nyarurama,-2.00974,30.07619,A,ADM4,12,13,1302,130204,0,1581
11187183,Nyamure,-2.35672,29.81091,A,ADM4,15,21,2107,210704,0,1630
11187184,Gahanga,-2.02285,30.10405,A,ADM4,12,13,1301,130101,0,1515
11187185,Kagasa,-2.01334,30.11961,A,ADM4,12,13,1301,130102,0,1407
11187186,Kagina,-1.96669,30.09396,A,ADM4,12,13,1306,130602,0,1411
11187187,Karembure,-2.0198,30.08816,A,ADM4,12,13,1301,130103,0,1531
11187188,Gatovu,-2.73242,29.76825,A,ADM4,15,22,2205,220502,0,1654
11187189,Murinja,-2.04779,30.10684,A,ADM4,12,13,1301,130104,0,1353
11187190,Busanza,-2.00878,30.1456,A,ADM4,12,13,1305,130501,0,1437
11187191,Gikunzi,-2.65928,29.66143,A,ADM4,15,23,2314,231403,0,1788
11187192,Mariba,-2.67438,29.61767,A,ADM4,15,23,2314,231404,0,1849
11187193,Raranzige,-2.65029,29.62112,A,ADM4,15,23,2314,231405,0,1769
11187194,Muhe,-1.651,29.43568,A,ADM4,14,34,3401,340105,0,2736
11187195,Rega,-1.64476,29.41188,A,ADM4,14,34,3401,340106,0,2352
11187196,Nunga,-2.03995,30.09008,A,ADM4,12,13,1301,130105,0,1474
11187197,Karama,-1.99979,30.15642,A,ADM4,12,13,1305,130503,0,1395
11187198,Rubirizi,-1.98196,30.13467,A,ADM4,12,13,1305,130504,0,1445
11187199,Kicukiro,-1.97706,30.10202,A,ADM4,12,13,1306,130603,0,1471
11187200,Bwerankori,-1.99043,30.06557,A,ADM4,12,13,1307,130701,0,1631
11187201,Rwabutenge,-2.03443,30.13176,A,ADM4,12,13,1301,130106,0,1362
11187202,Nyarurama,-1.99297,30.05679,A,ADM4,12,13,1307,130704,0,1508
11187203,Gatenga,-1.97751,30.09269,A,ADM4,12,13,1302,130201,0,1440
11187204,Ayabaraya,-2.04546,30.21944,A,ADM4,12,13,1308,130801,0,1470
11187205,Cyimo,-1.99707,30.2044,A,ADM4,12,13,1308,130802,0,1461
11187206,Gako,-2.0014,30.22309,A,ADM4,12,13,1308,130803,0,1457
11187207,Gitaraga,-2.00481,30.18316,A,ADM4,12,13,1308,130804,0,1406
11187208,Mbabe,-2.02173,30.18848,A,ADM4,12,13,1308,130805,0,1392
11187209,Rusheshe,-2.04218,30.20012,A,ADM4,12,13,1308,130806,0,1346
11187210,Kagunga,-1.98588,30.07643,A,ADM4,12,13,1303,130301,0,1557
11187211,Kanserege,-1.97316,30.08095,A,ADM4,12,13,1303,130302,0,1466
11187212,Kinunga,-1.96336,30.07914,A,ADM4,12,13,1303,130303,0,1396
11187213,Gikonko,-2.4806,29.86643,A,ADM4,15,22,2201,220103,0,1503
11187214,Kanserege,-1.98979,30.11455,A,ADM4,12,13,1304,130401,0,1452
11187215,Kora,-1.60795,29.43263,A,ADM4,14,34,3401,340104,0,2462
11187216,Rukatsa,-1.99694,30.10302,A,ADM4,12,13,1304,130403,0,1611
11187217,Kabeza,-1.97032,30.12247,A,ADM4,12,13,1305,130502,0,1467
11187218,Gahondo,-2.367,29.76405,A,ADM4,15,21,2101,210101,0,1696
11187219,Kavumu,-2.33544,29.75547,A,ADM4,15,21,2101,210102,0,1734
11187220,Kibinja,-2.35489,29.78441,A,ADM4,15,21,2101,210103,0,1626
11187221,Nyanza,-2.36516,29.74942,A,ADM4,15,21,2101,210104,0,1779
11187222,Rwesero,-2.37466,29.73148,A,ADM4,15,21,2101,210105,0,1685
11187223,Ngoma,-1.97239,30.09519,A,ADM4,12,13,1306,130604,0,1450
11187224,Kimirama,-2.25476,29.93261,A,ADM4,15,21,2102,210202,0,1424
11187225,Masangano,-2.28878,29.93332,A,ADM4,15,21,2102,210203,0,1458
11187226,Karugira,-1.97256,30.07288,A,ADM4,12,13,1307,130702,0,1472
11187227,Rukingiro,-2.31713,29.91135,A,ADM4,15,21,2102,210205,0,1489
11187228,Kigarama,-1.98161,30.07277,A,ADM4,12,13,1307,130703,0,1518
11187229,Rwampara,-1.96684,30.07305,A,ADM4,12,13,1307,130705,0,1418
11187230,Busheshi,-2.48256,29.71544,A,ADM4,15,24,2410,241001,0,1677
11187231,Gatare,-1.98267,30.11624,A,ADM4,12,13,1309,130901,0,1455
11187232,Butansinda,-2.28946,29.8013,A,ADM4,15,21,2105,210501,0,1676
11187233,Niboye,-1.97274,30.11159,A,ADM4,12,13,1309,130902,0,1466
11187234,Gahombo,-2.28574,29.8274,A,ADM4,15,21,2105,210503,0,1521
11187235,Nyakabanda,-1.96483,30.11085,A,ADM4,12,13,1309,130903,0,1457
11187236,Mulinja,-2.29292,29.87204,A,ADM4,15,21,2105,210505,0,1583
11187237,Cyerezo,-2.30695,29.70164,A,ADM4,15,21,2106,210601,0,1676
11187238,Kamashashi,-1.98289,30.17105,A,ADM4,12,13,1310,131001,0,1441
11187239,Mpanga,-2.30624,29.7323,A,ADM4,15,21,2106,210604,0,1818
11187240,Nonko,-1.96781,30.15232,A,ADM4,12,13,1310,131002,0,1458
11187241,Matyazo,-2.59308,29.71978,A,ADM4,15,24,2409,240903,0,1791
11187242,Nkomero,-2.27133,29.7007,A,ADM4,15,21,2106,210606,0,1756
11187243,Rwimbogo,-1.96268,30.13509,A,ADM4,12,13,1310,131003,0,1486
11187244,Gitovu,-2.25265,29.96063,A,ADM4,15,21,2102,210201,0,1475
11187245,Munyinya,-2.30495,29.93974,A,ADM4,15,21,2102,210204,0,1435
11187246,Cyotamakara,-2.41413,29.84219,A,ADM4,15,21,2108,210802,0,1577
11187247,Mbuye,-2.39194,29.92247,A,ADM4,15,21,2104,210402,0,1395
11187248,Mututu,-2.33709,29.93539,A,ADM4,15,21,2104,210403,0,1490
11187249,Gahunga,-2.32497,29.6218,A,ADM4,15,21,2109,210901,0,1659
11187250,Kabirizi,-2.37613,29.64627,A,ADM4,15,21,2109,210902,0,1940
11187251,Kabuga,-2.34372,29.60052,A,ADM4,15,21,2109,210903,0,1651
11187252,Kirambi,-2.40054,29.6621,A,ADM4,15,21,2109,210904,0,1710
11187253,Rurangazi,-2.35668,29.65339,A,ADM4,15,21,2109,210905,0,1689
11187254,Rwankuba,-1.85169,30.3457,A,ADM4,11,53,5309,530903,0,1580
11187255,Gishike,-2.34693,29.69992,A,ADM4,15,21,2110,211002,0,1682
11187256,Rwotso,-2.39552,29.87001,A,ADM4,15,21,2104,210404,0,1553
11187257,Butara,-2.32104,29.80483,A,ADM4,15,21,2105,210502,0,1661
11187258,Nyarusange,-2.34241,29.6772,A,ADM4,15,21,2110,211005,0,1733
11187259,Runga,-2.37527,29.69376,A,ADM4,15,21,2110,211006,0,1714
11187260,Gasoro,-2.31771,29.77861,A,ADM4,15,21,2105,210504,0,1723
11187261,Gatagara,-2.29885,29.76038,A,ADM4,15,21,2106,210602,0,1739
11187262,Kiruli,-2.26144,29.73053,A,ADM4,15,21,2106,210603,0,1727
11187263,Ngwa,-2.27831,29.75463,A,ADM4,15,21,2106,210605,0,1727
11187264,Ngoma,-2.60209,29.72752,A,ADM4,15,24,2409,240904,0,1767
11187265,Nyamiyaga,-2.34004,29.8641,A,ADM4,15,21,2107,210703,0,1600
11187266,Nyundo,-2.34378,29.88593,A,ADM4,15,21,2107,210705,0,1587
11187267,Rubaya,-1.59624,29.53058,A,ADM4,14,34,3407,340704,0,2264
11187268,Rwimitereri,-1.8079,30.35284,A,ADM4,11,53,5309,530904,0,1491
11187269,Akaboti,-2.69538,29.77633,A,ADM4,15,22,2203,220301,0,1627
11187270,Bwiza,-2.67723,29.77936,A,ADM4,15,22,2203,220302,0,1695
11187271,Sabusaro,-2.71927,29.79718,A,ADM4,15,22,2203,220303,0,1487
11187272,Umunini,-2.67771,29.80889,A,ADM4,15,22,2203,220304,0,1538
11187273,Gisizi,-1.74985,29.4871,A,ADM4,14,34,3408,340801,0,2691
11187274,Mulinga,-1.7306,29.4737,A,ADM4,14,34,3408,340802,0,2517
11187275,Bugamba,-1.51417,30.23659,A,ADM4,11,53,5310,531001,0,1474
11187276,Rwantobo,-1.71438,29.50647,A,ADM4,14,34,3408,340806,0,2627
11187277,Birembo,-1.69418,29.53948,A,ADM4,14,34,3409,340901,0,2387
11187278,Ngarama,-1.54856,30.24493,A,ADM4,11,53,5310,531004,0,1501
11187279,Bugali,-2.42822,29.88772,A,ADM4,15,21,2108,210801,0,1546
11187280,Ruturo,-2.63356,29.81098,A,ADM4,15,22,2204,220404,0,1568
11187281,Kagunga,-2.43776,29.85437,A,ADM4,15,21,2108,210803,0,1470
11187282,Katarara,-2.42358,29.9227,A,ADM4,15,21,2108,210804,0,1437
11187283,Rubona,-2.7536,29.78151,A,ADM4,15,22,2205,220505,0,1600
